Label0,Label1,Label2,Label3,Label4,Label5,Label6,Label7,Label8,Label9,file_name,genre,possibility0,possibility1,possibility2,possibility3,possibility4,possibility5,possibility6,possibility7,possibility8,possibility9
black and white,pattern,design,poster,graphic design,monochrome,triangle,font,monochrome photography,symmetry,a1103074739_2.jpg,hiphop_rap,0.8964618444442749,0.8191377520561218,0.7834439873695374,0.7623718380928041,0.7255066633224487,0.6920379996299744,0.6889410018920898,0.6790755987167358,0.6621148586273193,0.6345963478088379
album cover,film,poster,facial hair,phenomenon,action film,darkness,font,computer wallpaper,midnight,a3583899069_2.jpg,hiphop_rap,0.9320852160453796,0.8609259724617004,0.8391433358192444,0.8002544045448303,0.7547649145126343,0.7142941355705261,0.6597388386726379,0.6409024000167847,0.5807367563247681,0.5410809516906738
blue,black,sky,snapshot,darkness,phenomenon,atmosphere,screenshot,black hair,computer wallpaper,a2071143779_2.jpg,hiphop_rap,0.9683660864830016,0.952394723892212,0.8225322961807251,0.8176745176315308,0.7746511101722717,0.7547649145126343,0.7420974373817444,0.7329416871070862,0.7276328802108765,0.7161807417869568
text,font,product,line,logo,brand,graphics,,,,a1870534843_2.jpg,hiphop_rap,0.9494710564613342,0.9296777248382568,0.7302569746971129,0.6679691672325134,0.6551467180252075,0.6255192756652832,0.5345462560653687,,,
poster,text,album cover,darkness,font,film,graphic design,graphics,advertising,computer wallpaper,a3453605365_2.jpg,hiphop_rap,0.8923580050468445,0.86971515417099,0.8082169890403748,0.8017386198043823,0.771621823310852,0.7310054898262024,0.6541790366172789,0.5805432200431824,0.5734975337982178,0.5476284623146057
plant,flower,groundcover,subshrub,breckland thyme,shrub,alyssum,herb,flowering plant,,a2091079384_2.jpg,hiphop_rap,0.9385587573051452,0.8707504272460938,0.7211880087852478,0.6733899116516113,0.6575684547424316,0.6281297206878662,0.6068717837333679,0.5550850629806519,0.5281150937080383,
text,font,product design,graphic design,graphics,,,,,,a1950307195_2.jpg,hiphop_rap,0.8616028428077698,0.7281028628349304,0.6221550107002258,0.5791466236114502,0.5216593742370605,,,,,
nose,ear,fur,,,,,,,,a1156215183_2.jpg,hiphop_rap,0.8861709833145142,0.5672964453697205,0.5662739276885986,,,,,,,
album cover,black and white,film,monochrome photography,,,,,,,a1895022639_2.jpg,hiphop_rap,0.8914908170700073,0.8623526692390442,0.6534747481346129,0.5621563196182251,,,,,,
text,yellow,art,font,poster,graphic design,computer wallpaper,album cover,graphics,calligraphy,a0826078921_2.jpg,hiphop_rap,0.9115628600120544,0.9044839143753052,0.8957629799842834,0.7793310880661011,0.7016023397445679,0.6826271414756775,0.6507884860038757,0.6407555937767029,0.6228014230728149,0.5776574015617371
universe,space,planet,astronomical object,font,world,,,,,a1842004740_2.jpg,hiphop_rap,0.7403723001480103,0.6270819306373596,0.5982350707054138,0.5764325857162476,0.5462520122528076,0.5379731059074402,,,,
eyewear,sunglasses,vacation,vision care,glasses,water,sea,cool,tourism,facial hair,a2967544945_2.jpg,hiphop_rap,0.926306128501892,0.9213688969612122,0.8407481908798218,0.8389762639999391,0.7893595695495605,0.7534503936767578,0.6980252861976624,0.6644850969314575,0.6346333622932434,0.621206521987915
poster,cartoon,art,graphic design,album cover,illustration,advertising,cool,font,product,a3054187661_2.jpg,hiphop_rap,0.9230355024337769,0.8926768898963928,0.8738012909889221,0.8044468760490417,0.7734788656234741,0.7568127512931824,0.7039682269096375,0.6752243638038635,0.6623455882072449,0.6304343342781067
person,male,facial hair,human,cool,,,,,,a2360576587_2.jpg,hiphop_rap,0.9254260659217834,0.7982918024063109,0.6999557018280029,0.6832256317138672,0.6410730481147766,,,,,
man,sitting,facial hair,barechestedness,muscle,arm,hand,finger,chest,chest hair,a3651451926_2.jpg,hiphop_rap,0.9373909235000609,0.8279512524604797,0.7882009744644165,0.7859100103378296,0.7169050574302673,0.7015882730484009,0.6365655660629272,0.6154530644416809,0.6153188347816467,0.5725378394126892
t shirt,font,logo,product,album cover,brand,graphics,graphic design,,,a2276669795_2.jpg,hiphop_rap,0.8539783358573914,0.7286421656608582,0.6930999159812927,0.591724693775177,0.5501944422721863,0.5417608618736267,0.5342515707015991,0.5009657144546509,,
music,photo caption,font,song,album cover,,,,,,a4202223934_2.jpg,hiphop_rap,0.8136773705482483,0.7619112133979797,0.6321675181388855,0.6169325709342957,0.5919751524925232,,,,,
cartoon,text,technology,art,illustration,graphic design,design,recreation,fiction,play,a4147726600_2.jpg,hiphop_rap,0.9289602637290956,0.8964627981185913,0.8854607343673706,0.7851729989051819,0.7571201324462891,0.7347919940948486,0.6995522975921631,0.6838266849517822,0.660460889339447,0.6478126049041748
text,album cover,poster,font,darkness,graphic design,logo,album,graphics,computer wallpaper,a3773228277_2.jpg,hiphop_rap,0.910762906074524,0.8848206400871277,0.8063753843307495,0.7964873313903809,0.7475671768188477,0.6683917641639711,0.6391430497169495,0.6215692758560181,0.6195431351661682,0.5696651935577393
astronaut,poster,graphic design,illustration,art,fictional character,computer wallpaper,album cover,graphics,space,a3205839468_2.jpg,hiphop_rap,0.7876087427139282,0.7471018433570862,0.7459311485290527,0.7116277813911438,0.6788789629936218,0.6566804647445679,0.6034284830093384,0.5891578793525696,0.5811027884483337,0.5801059007644653
furniture,product,,,,,,,,,a1147394543_2.jpg,hiphop_rap,0.6317965984344482,0.5361028909683228,,,,,,,,
cartoon,graphic design,fictional character,poster,art,font,illustration,mythical creature,fiction,graphics,a1812034890_2.jpg,hiphop_rap,0.8461341261863708,0.7831336855888367,0.7798226475715637,0.7385410070419312,0.7285122275352478,0.7118601202964783,0.6364758610725403,0.63145512342453,0.6128798127174377,0.6111997365951538
facial hair,eyewear,t shirt,advertising,muscle,glasses,vision care,photo caption,beard,brand,a3082298170_2.jpg,hiphop_rap,0.838273823261261,0.7467524409294128,0.7417417168617249,0.6721516251564026,0.6627304553985596,0.6394033432006836,0.5923100113868713,0.5491382479667664,0.5316913127899171,0.5184041857719421
album cover,entertainment,advertising,poster,film,album,font,recreation,,,a3667967399_2.jpg,hiphop_rap,0.8994386792182922,0.7750459313392639,0.719360888004303,0.7165045142173767,0.7029604315757751,0.6836951375007629,0.5766124725341797,0.551627516746521,,
glass,,,,,,,,,,a2624166893_2.jpg,hiphop_rap,0.5898955464363098,,,,,,,,,
poster,album cover,art,film,collage,advertising,,,,,a4223287557_2.jpg,hiphop_rap,0.8331878185272217,0.8161227703094482,0.6090125441551208,0.5990265607833862,0.5877775549888611,0.5157080888748169,,,,
black and white,text,poster,font,monochrome,graphic design,advertising,illustration,logo,monochrome photography,a3258643873_2.jpg,hiphop_rap,0.9050021171569824,0.8916347026824951,0.8818947076797485,0.8318963050842285,0.6987015008926392,0.6385555863380432,0.6200591921806335,0.6122588515281677,0.6031160354614258,0.6021937727928162
album cover,film,poster,facial hair,gang,font,album,,,,a3831633177_2.jpg,hiphop_rap,0.8185215592384338,0.7398912906646729,0.6907930970191956,0.6741907000541687,0.5700058341026306,0.508836567401886,0.5045862793922424,,,
black and white,infrastructure,urban area,street,photography,monochrome photography,poster,road,metropolis,advertising,a4258336730_2.jpg,hiphop_rap,0.9225678443908693,0.8684658408164978,0.8540276885032654,0.845524251461029,0.8046260476112366,0.7979815602302551,0.7742149233818054,0.7142919301986694,0.7094408273696899,0.6931867599487305
font,illustration,graphics,,,,,,,,a3167383304_2.jpg,hiphop_rap,0.575689971446991,0.5288265347480774,0.5151302814483643,,,,,,,
art,purple,organism,psychedelic art,fictional character,mythical creature,pattern,design,fractal art,marine biology,a1090488896_2.jpg,hiphop_rap,0.8426395654678345,0.8360819220542908,0.7987017035484314,0.7924864888191223,0.714457094669342,0.6875263452529907,0.6839079856872559,0.6815873980522156,0.6329607367515564,0.6177750825881958
entertainment,performance,music,event,song,product,,,,,a2659223785_2.jpg,hiphop_rap,0.7819234132766724,0.707256555557251,0.7048891186714172,0.5910587310791016,0.5336164236068726,0.5205230116844177,,,,
violet,purple,text,night,font,graphic design,sky,graphics,space,computer wallpaper,a1241757703_2.jpg,hiphop_rap,0.9316155314445496,0.9217273592948914,0.8853708505630493,0.7422826290130615,0.7314236164093018,0.6251149177551271,0.6232662796974182,0.5961988568305969,0.5648009777069092,0.5366873741149902
album cover,text,purple,poster,album,art,advertising,font,film,,a2846291282_2.jpg,hiphop_rap,0.9357154369354248,0.8865495324134827,0.8064530491828918,0.8016806244850159,0.7251927256584167,0.6765783429145813,0.6337805986404419,0.6223372220993042,0.5486668944358826,
product,jaw,product design,technology,organ,ear,neck,product,,,a0852890579_2.jpg,hiphop_rap,0.8636232614517212,0.759583592414856,0.6873542070388794,0.6776184439659119,0.6612886190414429,0.549702525138855,0.5323160886764526,0.5286709070205688,,
red,text,font,art,computer wallpaper,graphics,pattern,calligraphy,texture,visual arts,a1239947128_2.jpg,hiphop_rap,0.9495775103569032,0.9338980913162231,0.866520345211029,0.6778182983398438,0.6575923562049866,0.6172537803649902,0.6155773997306824,0.6152850389480591,0.5873266458511353,0.5349669456481934
font,,,,,,,,,,a4039216164_2.jpg,hiphop_rap,0.5710768103599548,,,,,,,,,
album cover,font,human behavior,photo caption,computer wallpaper,,,,,,a2757779298_2.jpg,hiphop_rap,0.90207701921463,0.6249982118606567,0.6236523389816284,0.6149660348892212,0.5046873688697815,,,,,
green,text,font,graphic design,line,graphics,advertising,brand,illustration,computer wallpaper,a3157542433_2.jpg,hiphop_rap,0.9513790011405944,0.9353452324867249,0.8439273834228516,0.8363886475563049,0.6780886054039001,0.628973126411438,0.6002151966094971,0.563140332698822,0.5217311978340149,0.518002450466156
black and white,photography,monochrome photography,monochrome,sea,font,arctic,sky,brand,stock photography,a3334758562_2.jpg,hiphop_rap,0.91248881816864,0.7953776121139526,0.7869049310684204,0.6286765336990356,0.572554886341095,0.5721752643585205,0.5309808850288391,0.5287361741065979,0.5163567662239075,0.5040588974952698
text,font,logo,darkness,computer wallpaper,graphics,brand,graphic design,midnight,,a3519901953_2.jpg,hiphop_rap,0.954175353050232,0.8924406170845032,0.7700718641281128,0.7110623121261597,0.6845982670783997,0.6294386386871338,0.5684874653816223,0.5509332418441772,0.5349759459495544,
art,,,,,,,,,,a3005616490_2.jpg,hiphop_rap,0.7305862903594971,,,,,,,,,
purple,tree,art,,,,,,,,a1317435686_2.jpg,hiphop_rap,0.8392576575279236,0.6393451094627379,0.5051293969154358,,,,,,,
metropolitan area,cityscape,metropolis,city,landmark,urban area,technology,display device,skyscraper,skyline,a1886691274_2.jpg,hiphop_rap,0.9728369712829591,0.9564888477325441,0.9496903419494628,0.916172742843628,0.888447642326355,0.8438650369644165,0.7900589108467102,0.751560628414154,0.745517909526825,0.738387405872345
night,light,darkness,lighting,fête,christmas lights,midnight,computer wallpaper,,,a4220660286_2.jpg,hiphop_rap,0.9164900183677672,0.8682974576950073,0.8637720346450806,0.8260529041290283,0.6379613876342773,0.5753555297851562,0.5303927063941956,0.5114298462867737,,
black and white,transport,text,monochrome photography,font,railroad car,vehicle,train,brand,locomotive,a1796781400_2.jpg,hiphop_rap,0.91061133146286,0.9035764932632446,0.8774087429046631,0.7467994093894958,0.7437160611152649,0.7203282713890076,0.6823443174362183,0.6808683276176453,0.651017427444458,0.5745871663093567
heat,phenomenon,atmosphere,sun,sky,album cover,computer wallpaper,astronomical object,special effects,space,a1444605535_2.jpg,hiphop_rap,0.8497754335403442,0.7547649145126343,0.7543619275093079,0.7428634762763977,0.6792624592781067,0.6573962569236755,0.6442430019378662,0.6436917781829834,0.6224729418754578,0.5700216293334961
water,darkness,phenomenon,font,organism,graphics,computer wallpaper,night,special effects,midnight,a1651842128_2.jpg,hiphop_rap,0.8754279017448425,0.8008565306663513,0.7547649145126343,0.627938449382782,0.6088848710060121,0.60700523853302,0.5921086668968201,0.5697592496871948,0.5540310144424438,0.5452137589454651
text,product,font,logo,signage,area,product,advertising,recreation,technology,a1907520980_2.jpg,hiphop_rap,0.8869668841362,0.7824821472167969,0.7166712284088135,0.6995401382446289,0.6911634802818298,0.6720095872879028,0.6444126963615417,0.6170528531074524,0.6058657765388489,0.6038568019866943
film,poster,album cover,action film,font,advertising,graphics,,,,a3826504766_2.jpg,hiphop_rap,0.8554757833480835,0.8148361444473267,0.7561162114143372,0.6587129235267639,0.6314873099327087,0.5987602472305298,0.5111429691314697,,,
orange,computer wallpaper,silhouette,graphics,font,sky,darkness,logo,,,a1451529364_2.jpg,hiphop_rap,0.8580544590950012,0.7342507243156433,0.6319907307624817,0.6284999251365662,0.5909268856048584,0.5570563673973083,0.5438932776451111,0.5164069533348083,,
pink,art,text,poster,purple,album cover,modern art,magenta,font,graphic design,a3443009362_2.jpg,hiphop_rap,0.9639883637428284,0.9388605356216432,0.9000848531723022,0.8973712325096129,0.8507170081138611,0.8188715577125549,0.8034643530845642,0.7971249222755432,0.7618966102600098,0.7605379819869995
snow,ice,professional,finger,,,,,,,a1735071176_2.jpg,hiphop_rap,0.8497850894927979,0.6727181077003479,0.5973468422889711,0.590740442276001,,,,,,
pink,text,emotion,poster,font,album cover,love,friendship,advertising,magenta,a3991180266_2.jpg,hiphop_rap,0.9584888815879822,0.8984702229499817,0.8075570464134216,0.8066626191139221,0.7627168893814087,0.7205241918563843,0.7099733352661133,0.6816353797912598,0.6601213812828064,0.6159018278121948
text,darkness,graphic design,album cover,computer wallpaper,font,poster,graphics,special effects,,a0852225567_2.jpg,hiphop_rap,0.8586243987083435,0.7818883657455444,0.7375593781471252,0.7310115098953247,0.7124888896942139,0.6931775212287903,0.6619445085525513,0.6311057806015015,0.5715590119361877,
yellow,green,mammal,vertebrate,painting,plant,fun,art,,,a1644642716_2.jpg,hiphop_rap,0.9522454738616944,0.9387623071670532,0.9250805377960204,0.9037036299705504,0.5636919736862183,0.5592213273048401,0.5174487829208374,0.5052722692489624,,
poster,graphic design,font,product design,brand,graphics,angle,product,,,a2538734056_2.jpg,hiphop_rap,0.7161756753921509,0.6388992667198181,0.6222370862960815,0.606143057346344,0.5592135787010193,0.5492209792137146,0.5413834452629089,0.5169140696525574,,
mammal,poster,advertising,font,film,photo caption,graphics,,,,a0896286541_2.jpg,hiphop_rap,0.9228929877281188,0.7546480894088745,0.6126577854156494,0.6056443452835083,0.5922085046768188,0.5855240225791931,0.5811277627944946,,,
text,product,advertising,balloon,font,product,banner,play,graphics,,a1240805095_2.jpg,hiphop_rap,0.8617147207260132,0.8064958453178406,0.7262150049209595,0.672883152961731,0.5783806443214417,0.5647271275520325,0.5318343043327332,0.5191782712936401,0.5174644589424133,
sky,atmosphere,night,atmosphere of earth,geological phenomenon,phenomenon,darkness,computer wallpaper,special effects,explosion,a2080338657_2.jpg,hiphop_rap,0.9512911438941956,0.868322491645813,0.8403350710868835,0.7919235825538635,0.7635108232498169,0.7547649145126343,0.7251640558242798,0.6851974129676819,0.6607600450515747,0.6046004295349121
pumpkin,winter squash,calabaza,cucurbita,halloween,font,squash,computer wallpaper,thanksgiving,,a1052060082_2.jpg,hiphop_rap,0.9067662954330444,0.8898084163665771,0.8574458360671997,0.7767088413238525,0.6091915369033813,0.5702283382415771,0.5418468713760376,0.5344565510749817,0.5057394504547119,
text,font,poster,texture,darkness,sky,space,computer wallpaper,square,screenshot,a2387875441_2.jpg,hiphop_rap,0.9145537614822388,0.7947795391082764,0.7245280742645264,0.681170642375946,0.612276554107666,0.595357358455658,0.5250937342643738,0.5185723304748535,0.5057982802391052,0.5029987096786499
cartoon,font,illustration,album cover,fiction,graphics,graphic design,art,,,a1294466243_2.jpg,hiphop_rap,0.81256103515625,0.69501793384552,0.654380202293396,0.6489965319633484,0.6371011137962341,0.5747318267822266,0.5516670346260071,0.5076663494110107,,
column,structure,arch,ceiling,stock photography,window,religion,,,,a2091520446_2.jpg,hiphop_rap,0.8105294108390808,0.7897059321403503,0.7184597253799438,0.6093072891235352,0.5320784449577332,0.5164793729782104,0.5024641156196594,,,
tree,branch,winter,frost,freezing,black and white,line,twig,design,pattern,a3938845263_2.jpg,hiphop_rap,0.9400484561920166,0.9123295545578004,0.7795905470848083,0.7183079719543457,0.7115170955657959,0.6818680763244629,0.6684415340423584,0.6665805578231812,0.652165949344635,0.6181828379631042
album cover,font,photo caption,,,,,,,,a1454713418_2.jpg,hiphop_rap,0.75569748878479,0.6149920821189879,0.5832061171531677,,,,,,,
magazine,advertising,album cover,font,film,brand,,,,,a1451554556_2.jpg,hiphop_rap,0.8848440647125244,0.8293395638465881,0.7065101265907288,0.577248215675354,0.5676903128623962,0.5261349081993103,,,,
entertainment,deejay,purple,sound,cdj,disc jockey,electronics,musical instrument accessory,electronic instrument,audio,a1725089744_2.jpg,hiphop_rap,0.9131022691726683,0.911487638950348,0.8783803582191467,0.8346886634826659,0.8326728940010071,0.8176240921020508,0.7961073517799377,0.740127444267273,0.7160656452178955,0.7141729593276978
blue,art,purple,collage,modern art,painting,graffiti,mural,,,a3075676928_2.jpg,hiphop_rap,0.96833598613739,0.9137926697731018,0.8967929482460022,0.8712616562843323,0.6365240216255188,0.6210100054740906,0.5473083257675171,0.5194215178489685,,
grassland,ecosystem,field,prairie,meadow,grass,plain,sky,steppe,ecoregion,a3777094873_2.jpg,hiphop_rap,0.9718165397644044,0.9479917883872986,0.9146410822868348,0.8920369148254395,0.8155426979064941,0.8126131892204285,0.7927153706550598,0.7800352573394775,0.7762530446052551,0.7619988322257996
text,product,font,product design,brand,furniture,product,,,,a4162838018_2.jpg,hiphop_rap,0.8697422742843628,0.765056312084198,0.7588039636611938,0.6285768747329712,0.5243188738822937,0.5183911323547363,0.5043366551399231,,,
yellow,text,logo,font,product,brand,graphics,signage,product design,computer wallpaper,a2028176762_2.jpg,hiphop_rap,0.9481835961341858,0.9084259271621704,0.8608306050300598,0.8339747786521912,0.7978163957595825,0.6790986061096191,0.6335068345069885,0.6091883778572083,0.5545053482055664,0.5525312423706055
text,advertising,morning,album cover,font,recreation,friendship,tourism,race,photo caption,a2160347013_2.jpg,hiphop_rap,0.8574116826057434,0.8213192224502563,0.7835131883621216,0.7259745001792908,0.7065257430076599,0.7023375034332275,0.5932604074478149,0.5439231991767883,0.5251234769821167,0.5132914781570435
beauty,girl,model,supermodel,photo shoot,computer wallpaper,long hair,cg artwork,lingerie,undergarment,a0928747481_2.jpg,hiphop_rap,0.8639446496963501,0.8312149643898009,0.772098183631897,0.7427130937576294,0.6292151212692261,0.5959955453872681,0.5844014286994934,0.5804911851882935,0.576637864112854,0.5413181185722351
text,human behavior,album cover,font,poster,art,illustration,computer wallpaper,graphic design,graphics,a0877733924_2.jpg,hiphop_rap,0.8501942157745361,0.7927662134170532,0.7745946645736694,0.7586702108383179,0.7079031467437744,0.6876699328422546,0.6093029379844666,0.563454806804657,0.5228047370910645,0.5101353526115417
clown,fictional character,font,poster,graphic design,fiction,graphics,logo,illustration,product,a2549271673_2.jpg,hiphop_rap,0.8692579865455627,0.7733284235000609,0.7692645788192749,0.6677774786949158,0.6667832732200623,0.6279167532920837,0.6263490915298462,0.5743889212608337,0.5472076535224915,0.5425140261650085
black and white,text,font,monochrome photography,monochrome,poster,logo,graphics,album cover,graphic design,a1689398402_2.jpg,hiphop_rap,0.9318908452987672,0.9166893362998962,0.8168253302574158,0.8109630942344666,0.7487976551055908,0.6692078709602356,0.6293497085571289,0.6140083074569702,0.5902895927429199,0.5703214406967163
text,technology,organism,font,computer wallpaper,album cover,graphics,film,advertising,visual effects,a2130040136_2.jpg,hiphop_rap,0.899868369102478,0.6770749092102051,0.6487817168235779,0.6436541676521301,0.6391684412956238,0.5959541201591492,0.5809109210968018,0.5305437445640564,0.5175814628601074,0.5111488103866577
religion,art,cg artwork,painting,illustration,,,,,,a2165970083_2.jpg,hiphop_rap,0.6534671783447266,0.635280966758728,0.5806929469108582,0.5645571351051331,0.5635003447532654,,,,,
phenomenon,vehicle,asphalt,,,,,,,,a2254939287_2.jpg,hiphop_rap,0.7547649145126343,0.6313169002532959,0.571782112121582,,,,,,,
cartoon,human behavior,play,fiction,illustration,art,font,recreation,games,fictional character,a1275614355_2.jpg,hiphop_rap,0.9127699732780457,0.6918814778327942,0.6780939698219299,0.6597740054130554,0.6554455161094666,0.6540979743003845,0.5991775989532471,0.5883662700653076,0.57151859998703,0.5586063265800476
green,text,font,symmetry,line,graphic design,symbol,computer wallpaper,graphics,,a1353168526_2.jpg,hiphop_rap,0.9759331941604614,0.9091613292694092,0.8347432017326355,0.7219824790954591,0.7114443778991699,0.6892971396446228,0.6579164862632751,0.6545338034629822,0.6289613246917725,
poster,advertising,art,fun,recreation,,,,,,a2290194193_2.jpg,hiphop_rap,0.8709686994552612,0.7882611751556396,0.7585682272911072,0.6489149928092957,0.5382809042930603,,,,,
darkness,night,phenomenon,album cover,font,midnight,computer wallpaper,,,,a1041610934_2.jpg,hiphop_rap,0.8898006677627563,0.8289707899093628,0.7547649145126343,0.7475156784057617,0.6670621633529663,0.6048176288604736,0.5809609889984131,,,
text,sky,phenomenon,atmosphere,font,computer wallpaper,calm,graphics,sea,stock photography,a1854632768_2.jpg,hiphop_rap,0.8910734057426453,0.7713772654533386,0.7547649145126343,0.7518095374107361,0.7215374112129211,0.6569862365722656,0.6274165511131287,0.6157531142234802,0.5693295001983643,0.5677489638328552
album cover,black and white,forehead,poster,monochrome photography,headgear,font,facial hair,ear,album,a1837275549_2.jpg,hiphop_rap,0.9118926525115968,0.885208249092102,0.7984502911567688,0.7129435539245605,0.679557740688324,0.6410039067268372,0.6301453113555908,0.6298268437385559,0.5740212202072144,0.5660507678985596
text,font,logo,brand,graphics,pattern,graphic design,computer wallpaper,,,a3091726814_2.jpg,hiphop_rap,0.8967544436454773,0.8647928833961487,0.6891657114028931,0.6001543402671814,0.5697545409202576,0.5621166825294495,0.5334360599517822,0.5010203123092651,,
red,wall,art,design,visual arts,square,flooring,,,,a3690362734_2.jpg,hiphop_rap,0.966261863708496,0.8446382880210876,0.6632112860679626,0.6495148539543152,0.5369812250137329,0.5270533561706543,0.503054678440094,,,
water,,,,,,,,,,a3822543317_2.jpg,hiphop_rap,0.7971948981285095,,,,,,,,,
text,font,logo,pattern,graphic design,graphics,brand,,,,a2181673662_2.jpg,hiphop_rap,0.9333866834640504,0.8683915734291077,0.6673219799995422,0.6167813539505005,0.6027007699012756,0.5785374045372009,0.5741846561431885,,,
soldier,pc game,film,advertising,mercenary,album cover,action film,facial hair,computer wallpaper,font,a2242625573_2.jpg,hiphop_rap,0.8118405342102051,0.7442567348480225,0.6803474426269531,0.6744441390037537,0.645515501499176,0.6263733506202698,0.5977960824966431,0.561590850353241,0.5407301187515259,0.5096355676651001
text,human behavior,font,,,,,,,,a2543532729_2.jpg,hiphop_rap,0.8551254272460938,0.6611722707748413,0.6239425539970398,,,,,,,
phenomenon,special effects,underwater,computer wallpaper,marine biology,poster,graphics,album cover,world,,a2097439620_2.jpg,hiphop_rap,0.7547649145126343,0.7145366668701172,0.7060649394989014,0.6972027420997621,0.6946510672569275,0.662842333316803,0.6177146434783936,0.5191436409950256,0.5189059376716614,
album cover,text,graphic design,poster,font,black and white,fictional character,illustration,graphics,computer wallpaper,a2272022120_2.jpg,hiphop_rap,0.8792743086814879,0.8766826391220093,0.7468993663787842,0.7332742810249329,0.7058213353157043,0.6527649164199829,0.6400226950645447,0.6004906296730042,0.5956574082374573,0.5530190467834473
hair,eyebrow,facial hair,chin,nose,forehead,head,hairstyle,beard,black hair,a2927528448_2.jpg,hiphop_rap,0.9711014032363892,0.9539605379104614,0.9283049702644348,0.912566602230072,0.8928488492965698,0.8927264213562012,0.8584860563278198,0.8575434684753418,0.8021263480186462,0.7732381224632263
album cover,advertising,poster,font,album,film,graphic design,brand,graphics,,a3847410631_2.jpg,hiphop_rap,0.9129811525344848,0.8333290219306946,0.6855741739273071,0.6731305718421936,0.6084411144256592,0.6016114950180054,0.5967574119567871,0.5087521672248839,0.5013671517372131,
text,font,black and white,logo,brand,graphics,graphic design,computer wallpaper,,,a1049653751_2.jpg,hiphop_rap,0.8925237059593201,0.8259778618812561,0.7227884531021118,0.7109792232513428,0.6208555698394775,0.6204233169555664,0.5729532837867737,0.5485162138938904,,
plant,leaf,hemp family,graphics,cannabis,font,computer wallpaper,,,,a3868060106_2.jpg,hiphop_rap,0.9294663667678832,0.8692244887351991,0.6864879131317139,0.6123760342597961,0.6022337675094604,0.5709396600723267,0.5464641451835632,,,
text,font,phenomenon,film,pc game,album cover,graphics,computer wallpaper,advertising,darkness,a3727940552_2.jpg,hiphop_rap,0.8960602879524231,0.7871165275573729,0.7547649145126343,0.6370387673377991,0.6097376942634583,0.5761257410049438,0.5502896308898926,0.5394864678382874,0.5326080918312073,0.5113742947578429
eyebrow,beauty,chin,forehead,girl,hair coloring,socialite,brown hair,lip,eyelash,a4158579159_2.jpg,hiphop_rap,0.9202616810798644,0.8975819945335388,0.8129963278770447,0.7794568538665771,0.737778902053833,0.6247110962867737,0.5951258540153503,0.5554916858673096,0.5286994576454163,0.5145995020866394
text,font,angle,signage,,,,,,,a1878472476_2.jpg,hiphop_rap,0.9164113402366638,0.8271234035491943,0.5607995390892029,0.5554990768432617,,,,,,
text,vertebrate,font,black and white,cartoon,head,line art,art,diagram,line,a1358504351_2.jpg,hiphop_rap,0.9429636001586914,0.9037036895751952,0.8777382969856262,0.8751289844512941,0.8646352291107178,0.8591006994247437,0.8240149617195129,0.8193610906600952,0.8083354234695435,0.7914484143257141
violet,purple,photograph,pink,album cover,magenta,poster,cool,human,font,a2078518434_2.jpg,hiphop_rap,0.9575433731079102,0.9564883708953856,0.9503968358039856,0.9487333297729492,0.8712151050567627,0.8098947405815125,0.7220512628555298,0.6900662183761597,0.6833984851837158,0.5941275954246521
electronic instrument,electronics,musical instrument accessory,electronic musical instrument,technology,musical instrument,record producer,audio equipment,space bar,font,a1310132088_2.jpg,hiphop_rap,0.8567522168159485,0.7731097936630249,0.7715485095977783,0.6526235938072205,0.6187945604324341,0.5920878648757935,0.5868292450904846,0.5286740064620972,0.5283701419830322,0.5210443735122681
text,black,font,line,product,area,brand,angle,paper,black and white,a1561560299_2.jpg,hiphop_rap,0.9647557735443116,0.94993257522583,0.9240672588348388,0.7317269444465637,0.6744634509086609,0.6720095872879028,0.5978508591651917,0.5938670039176941,0.565485954284668,0.5521220564842224
muscle,facial hair,arm,chest,,,,,,,a2169360145_2.jpg,hiphop_rap,0.7523933053016663,0.6938956379890442,0.6739060282707214,0.5690321922302246,,,,,,
black and white,headgear,human behavior,font,cowboy,album cover,photo caption,hat,monochrome photography,brand,a4110494714_2.jpg,hiphop_rap,0.8365066647529602,0.7989789843559265,0.7035872340202332,0.6230742931365967,0.620327353477478,0.6043972969055176,0.5758092403411865,0.5594881176948547,0.538585364818573,0.5271608233451843
art,street art,graffiti,illustration,mural,printmaking,font,,,,a1388438559_2.jpg,hiphop_rap,0.9509212374687196,0.8397989869117737,0.7058247923851013,0.6294746994972229,0.6121687293052673,0.5620683431625366,0.549181342124939,,,
nature,sky,atmosphere,light,atmosphere of earth,phenomenon,computer wallpaper,special effects,sunlight,space,a2339926195_2.jpg,hiphop_rap,0.941143035888672,0.9398450255393982,0.8789012432098389,0.8192726373672485,0.8111644983291626,0.7547649145126343,0.713706374168396,0.6784809231758118,0.6425064206123352,0.6359234452247621
advertising,font,brand,graphic design,graphics,,,,,,a3640650775_2.jpg,hiphop_rap,0.786761999130249,0.7543321251869202,0.5837975144386292,0.5521697998046875,0.522027850151062,,,,,
yellow,art,font,pattern,,,,,,,a1886072699_2.jpg,hiphop_rap,0.9384431242942809,0.6480641365051271,0.5919692516326904,0.5488318204879761,,,,,,
